description_en,description_es
ZINC WIRE SWEETHEART LETTER TRAY,BANDEJA DE CARTAS DE CORAZÓN DE CORAZÓN DE ALAMBRE DE ZINC
wrong code?,¿Código incorrecto?
EDWARDIAN PHOTO FRAME,MARCO DE FOTOS EDUARDIANO
MISTLETOE HEART WREATH CREAM,CREMA DE CORONA DE CORAZÓN DE MUÉRDAGO
HANGING ENGRAVED METAL HEART,CORAZÓN COLGANTE DE METAL GRABADO
adjust,ajustar
REGENCY SUGAR TONGS,PINZAS DE AZÚCAR REGENCY
DOORMAT KEEP CALM AND COME IN,FELPUDO MANTÉN LA CALMA Y ENTRA
DOORMAT VINTAGE LEAVES DESIGN ,FELPUDO VINTAGE LEAVES DESIGN
REGENCY TEA STRAINER,COLADOR DE TÉ REGENCY
SET OF 10 LANTERNS FAIRY LIGHT STAR,SET DE 10 FAROLILLOS FAIRY LIGHT STAR
PAPER LANTERN 7 POINT SNOW STAR,LINTERNA DE PAPEL ESTRELLA DE NIEVE DE 7 PUNTOS
PAPER LANTERN 9 POINT SNOW STAR,LINTERNA DE PAPEL ESTRELLA DE NIEVE DE 9 PUNTOS
PAPER LANTERN 9 POINT SNOW STAR ,LINTERNA DE PAPEL ESTRELLA DE NIEVE DE 9 PUNTOS
CINDERELLA CHANDELIER ,LÁMPARA DE ARAÑA DE CENICIENTA
MISTLETOE HEART WREATH GREEN,CORONA DE CORAZÓN DE MUÉRDAGO VERDE
WRAP SUMMER ROSE DESIGN,ENVOLTURA DISEÑO DE ROSA DE VERANO
REGENCY TEA SPOON,CUCHARA DE TÉ REGENCY
REGENCY CAKE FORK,TENEDOR PARA PASTEL REGENCY
REGENCY CAKE SLICE,REBANADA DE PASTEL REGENCY
ANTIQUE IVORY WIRE BOWL SMALL,CUENCO DE ALAMBRE DE MARFIL ANTIGUO PEQUEÑO
MINITURE ANTIQUE ROSE HOOK IVORY,MINITURE GANCHO ROSA ANTIGUO MARFIL
damages/showroom etc,"Daños/sala de exposición, etc."
samples,Muestras
ZINC WIRE KITCHEN ORGANISER,ORGANIZADOR DE COCINA DE ALAMBRE DE ZINC
damages/credits from ASOS.,daños y perjuicios/créditos de ASOS.
FOOD COVER WITH BEADS SET 2 ,SET DE FUNDA DE COMIDA CON ABALORIOS 2
SPOTTY BUNTING,BANDERINES ESPORTOÑOS
EDWARDIAN HEART PHOTO FRAME,MARCO DE FOTOS CORAZÓN EDUARDIANO
ZINC SWEETHEART SOAP DISH,JABONERA DE ZINC SWEETHEART
PAPER LANTERN 9 POINT HOLLY STAR 40,FAROL DE PAPEL 9 PUNTAS ACEBO ESTRELLA 40
PAPER LANTERN 5 POINT STAR MOON 30,LINTERNA DE PAPEL ESTRELLA DE 5 PUNTAS LUNA 30
PAPER LANTERN 6 POINT SNOW STAR,LINTERNA DE PAPEL ESTRELLA DE NIEVE DE 6 PUNTOS
"BUNTING , SPOTTY ","BANDERINES , ESPORTOÑOS"
mailout ,Correo
JUMBO BAG VINTAGE LEAF,BOLSO JUMBO HOJA VINTAGE
JUMBO BAG PEARS,PERAS JUMBO BAG
JUMBO BAG DOILEY PATTERNS,BOLSO JUMBO PATRONES DOILEY
LUNCH BAG DOILEY PATTERN ,PATRÓN DE LONCHERA DOILEY
MARIE ANTOINETTE TRINKET BOX GOLD,CAJA DE BARATIJAS MARÍA ANTONIETA ORO
MARIE ANTOINETTE TRINKET BOX SILVER,CAJA DE BARATIJAS MARÍA ANTONIETA PLATA
PAPER LANTERN 9 POINT HOLLY STAR L,FAROL DE PAPEL 9 PUNTOS ESTRELLA DE ACEBO L
PAPER LANTERN 9 POINT DELUXE STAR,LINTERNA DE PAPEL 9 PUNTOS DELUXE STAR
PAPER LANTERN 5 POINT SEQUIN STAR,LINTERNA DE PAPEL ESTRELLA DE LENTEJUELAS DE 5 PUNTOS
PAPER LANTERN 9 POINT HOLLY STAR S,LINTERNA DE PAPEL 9 PUNTOS ACEBO ESTRELLA S
PAPER LANTERN 9 POINT HOLLY STAR 23,FAROL DE PAPEL 9 PUNTOS ACEBO ESTRELLA 23
PAPER LANTERN 5 POINT STUDDED STAR,LINTERNA DE PAPEL ESTRELLA TACHONADA DE 5 PUNTAS
"FOOD COVER WITH BEADS , SET 2 SIZES","FUNDA DE COMIDA CON CUENTAS, JUEGO DE 2 TAMAÑOS"
Not rcvd in 10/11/2010 delivery,No rcvd en entrega 10/11/2010
FOLDING BUTTERFLY MIRROR IVORY ,ESPEJO MARIPOSA PLEGABLE MARFIL
FOLDING BUTTERFLY MIRROR HOT PINK ,ESPEJO DE MARIPOSA PLEGABLE ROSA CALIENTE
BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,PAQUETE DE 3 CUADERNOS ESCOLARES
BUNDLE OF 3 RETRO NOTE BOOKS,PAQUETE DE 3 CUADERNOS RETRO
BUNDLE OF 3 ALPHABET EXERCISE BOOKS,PAQUETE DE 3 CUADERNOS DEL ALFABETO
BUNDLE OF 3 RETRO EXERCISE BOOKS,PAQUETE DE 3 CUADERNOS RETRO
REGENCY MILK JUG PINK ,JARRA DE LECHE REGENCY ROSA
REGENCY SUGAR BOWL GREEN,AZUCARERO REGENCY VERDE
REGENCY TEAPOT ROSES ,TETERA REGENCY ROSAS
REGENCY TEA PLATE PINK,PLATO DE TÉ REGENCY ROSA
REGENCY TEA PLATE GREEN ,PLATO DE TÉ REGENCY VERDE
REGENCY TEA PLATE ROSES ,PLATO DE TÉ REGENCY ROSAS
GREEN METAL BOX ARMY SUPPLIES,CAJA DE METAL VERDE SUMINISTROS DEL EJÉRCITO
RABBIT NIGHT LIGHT,LUZ NOCTURNA DE CONEJO
FOLDING BUTTERFLY MIRROR RED  ,ESPEJO MARIPOSA PLEGABLE ROJO
PARISIENNE JEWELLERY DRAWER ,CAJÓN DE JOYERÍA PARISIENNE
PETIT TRAY CHIC,PETIT TRAY CHIC
ZINC HERB GARDEN CONTAINER,CONTENEDOR DE JARDÍN DE HIERBAS DE ZINC
LE GRAND TRAY CHIC SET,CONJUNTO LE GRAND TRAY CHIC
SET OF 10 LED DOLLY LIGHTS,JUEGO DE 10 LUCES LED DOLLY
RED METAL BOX TOP SECRET,CAJA DE METAL ROJO TOP SECRET
GREEN METAL BOX TOP SECRET,CAJA DE METAL VERDE TOP SECRET
PARISIENNE KEY CABINET ,ARMARIO DE LLAVES PARISIENNE
Thrown away-rusty,Tirado-oxidado
SILVER BELLS TABLE DECORATION,DECORACIÓN DE MESA CAMPANAS DE PLATA
SILVER HEARTS TABLE DECORATION,DECORACIÓN DE MESA CORAZONES PLATEADOS
VINTAGE ENGRAVED HEART,CORAZÓN GRABADO VINTAGE
SET 6 PAPER TABLE LANTERN HEARTS ,SET 6 CORAZONES DE LINTERNA DE MESA DE PAPEL
FLOWERS HANDBAG blue and orange,BOLSO DE MANOS FLORES azul y naranja
SMALL PARISIENNE HEART PHOTO FRAME ,MARCO DE FOTOS PEQUEÑO CORAZÓN PARISINO
FOLDING MIRROR HOT PINK ,ESPEJO PLEGABLE ROSA INTENSO
LED TEA LIGHTS,VELAS DE TÉ LED
BELL HEART DECORATION,DECORACIÓN DE CORAZÓN DE CAMPANA
ALUMINIUM HEART,CORAZÓN DE ALUMINIO
CRYSTAL CHANDELIER T-LIGHT HOLDER,CANDELABRO DE CRISTAL T-LIGHT HOLDER
PARISIENNE CURIO CABINET,GABINETE DE CURIOSIDADES PARISIENNE
PARISIENNE SEWING BOX,COSTURERO PARISIENNE
TOADSTOOL BEDSIDE LIGHT ,LUZ DE CABECERA TOADSTOOL
SMALL CERAMIC TOP STORAGE JAR ,TARRO PEQUEÑO DE ALMACENAMIENTO CON TAPA DE CERÁMICA
IVORY PANTRY HANGING LAMP ,LÁMPARA COLGANTE DESPENSA MARFIL
CLASSIC SUGAR DISPENSER,DISPENSADOR DE AZÚCAR CLÁSICO
MISELTOE HEART WREATH WHITE,CORONA DE CORAZÓN MISELTOE BLANCO
MISELTOE HEART WREATH ,CORONA DE CORAZÓN DE MISELTOE
CLASSIC GLASS SWEET JAR,TARRO DE VIDRIO CLÁSICO PARA DULCES
LARGE CERAMIC TOP STORAGE JAR,TARRO GRANDE DE ALMACENAMIENTO CON TAPA DE CERÁMICA
LARGE JEWELLERY STAND,JOYERO GRANDE
SMALL JEWELLERY STAND,PEQUEÑO SOPORTE DE JOYERÍA
SILVER STARS TABLE DECORATION,DECORACIÓN DE MESA ESTRELLAS DE PLATA
GLASS BON BON JAR,TARRO DE VIDRIO BON BON
WHITE WIRE PLANT POT HOLDER,SOPORTE PARA MACETAS DE ALAMBRE BLANCO
CLASSIC GLASS COOKIE JAR,TARRO DE GALLETAS DE VIDRIO CLÁSICO
CLASSIC CAFE SUGAR DISPENSER,DISPENSADOR DE AZÚCAR CAFÉ CLÁSICO
ZINC HEART FLOWER T-LIGHT HOLDER,PORTAFLORES DE CORAZÓN DE ZINC T-LIGHT
JINGLE BELL HEART DECORATION,DECORACIÓN DE CORAZÓN DE CASCABELE
ZINC HEARTS PLANT POT HOLDER,MACETA DE ZINC HEARTS
WHITE HEARTS WIRE PLANT POT HOLDER,SOPORTE PARA MACETAS DE ALAMBRE DE CORAZONES BLANCOS
ZINC  HEART T-LIGHT HOLDER,SOPORTE T-LIGHT DE CORAZÓN DE ZINC
METAL HERB GERDEN CONTAINER,CONTENEDOR DE METAL HERB GERDEN
ZINC PLANT POT HOLDER,MACETERO DE ZINC
FOLDING MIRROR IVORY ,ESPEJO PLEGABLE MARFIL
FOLDING MIRROR RED  ,ESPEJO PLEGABLE ROJO
SET 6 PAPER TABLE LANTERN STARS ,SET 6 ESTRELLAS DE LINTERNA DE MESA DE PAPEL
GARDENERS KNEELING PAD KEEP CALM ,ALMOHADILLA PARA ARRODILLARSE DE LOS JARDINEROS MANTENER LA CALMA
GARDENERS KNEELING PAD CUP OF TEA ,JARDINEROS ALMOHADILLA DE RODILLAS TAZA DE TÉ
KNEELING MAT HOUSEWORK  DESIGN,COLCHONETA DE RODILLAS DISEÑO DE TAREAS DOMÉSTICAS
VINTAGE GLASS T-LIGHT HOLDER,SOPORTE T-LIGHT DE VIDRIO VINTAGE
LARGE ANTIQUE WHITE PHOTO FRAME,MARCO DE FOTOS BLANCO ANTIGUO GRANDE
ANTIQUE SILVER BAUBLE LAMP  ,LÁMPARA DE BOLAS DE PLATA ANTIGUA
FRENCH CARRIAGE LANTERN,FAROL DE CARRUAJE FRANCÉS
ZINC  STAR T-LIGHT HOLDER ,SOPORTE DE LUZ T DE ESTRELLA DE ZINC
sold as set/6 by dotcom,vendido como set/6 por dotcom
wet/rusty,mojado/oxidado
damages/dotcom?,daños y perjuicios/puntocom?
on cargo order,En el pedido de carga
SET 10 NIGHT OWL LIGHTS,SET 10 LUCES NIGHT OWL
HEART SHAPED HOLLY WREATH,CORONA DE ACEBO EN FORMA DE CORAZÓN
IVORY CAFE HANGING LAMP ,LÁMPARA COLGANTE IVORY CAFE
ZINC T-LIGHT HOLDER STARS LARGE,PORTALÁMPARAS DE ZINC ESTRELLAS GRANDES
16 PC CUTLERY SET PANTRY DESIGN,JUEGO DE CUBIERTOS DE 16 PIEZAS DISEÑO DE DESPENSA
incorrectly credited C550456 see 47,acreditado incorrectamente C550456 ver 47
reverse previous adjustment,Revertir el ajuste anterior
FILIGREE HEART BIRD WHITE ,FILIGRANA CORAZÓN PÁJARO BLANCO
FILIGREE HEART BUTTERFLY WHITE ,FILIGRANA CORAZÓN MARIPOSA BLANCO
ZINC STAR T-LIGHT HOLDER ,SOPORTE DE LUZ T DE ESTRELLA DE ZINC
Next Day Carriage,Carruaje del día siguiente
DECORATION SITTING BUNNY,DECORACIÓN CONEJITO SENTADO
FILIGREE HEART DAISY WHITE,FILIGRANA CORAZÓN MARGARITA BLANCO
SET 4 VALENTINE DECOUPAGE HEART BOX,SET 4 CAJA DE CORAZONES DE DECOUPAGE DE SAN VALENTÍN
REINDEER HEART DECORATION SILVER,DECORACIÓN CORAZÓN DE RENO PLATA
JINGLE BELL HEART ANTIQUE GOLD,JINGLE BELL CORAZÓN ORO ANTIGUO
JINGLE BELL HEART ANTIQUE SILVER,JINGLE BELL CORAZÓN PLATA ANTIGUA
WHITE ROCKING HORSE HAND PAINTED,CABALLITO BALANCÍN BLANCO PINTADO A MANO
STAR WREATH DECORATION WITH BELL,DECORACIÓN DE CORONA DE ESTRELLAS CON CAMPANA
HEART WREATH DECORATION WITH BELL,DECORACIÓN DE CORONA DE CORAZÓN CON CAMPANA
LAUREL STAR ANTIQUE SILVER ,ESTRELLA DE LAUREL PLATA ANTIGUA
CHERUB HEART DECORATION GOLD,DECORACIÓN CORAZÓN DE QUERUBÍN ORO
RED ROCKING HORSE HAND PAINTED,CABALLITO BALANCÍN ROJO PINTADO A MANO
LAUREL HEART ANTIQUE GOLD,CORAZÓN DE LAUREL ORO ANTIGUO
LAUREL HEART ANTIQUE SILVER,CORAZÓN DE LAUREL PLATA ANTIGUA
CHERUB HEART DECORATION SILVER ,DECORACIÓN CORAZÓN DE QUERUBÍN PLATA
wet damaged,Dañado por mojado
SET 2 TEA TOWELS I LOVE LONDON ,SET 2 PAÑOS DE COCINA I LOVE LONDON
SET OF 3 HANGING OWLS OLLIE BEAK,SET DE 3 BÚHOS COLGANTES OLLIE BEAK
SET OF 3 WOODEN HEART DECORATIONS,SET DE 3 DECORACIONES DE CORAZÓN DE MADERA
PAPER LANTERN 5 POINT STAR MOON ,LINTERNA DE PAPEL ESTRELLA LUNA DE 5 PUNTAS
SET OF 60 I LOVE LONDON CAKE CASES ,SET DE 60 ESTUCHES DE TARTAS I LOVE LONDON
SET OF 2 CERAMIC PAINTED HEARTS ,SET DE 2 CORAZONES PINTADOS EN CERÁMICA
SET OF 60 PANTRY DESIGN CAKE CASES ,SET DE 60 ESTUCHES PARA PASTELES DE DISEÑO DE DESPENSA
Water damaged,Daños por agua
SET OF 36 DOILIES PANTRY DESIGN,SET DE 36 TAPETES DISEÑO DE DESPENSA
SET OF 60 VINTAGE LEAF CAKE CASES ,SET DE 60 ESTUCHES DE BIZCOCHO DE HOJAS VINTAGE
HEART T-LIGHT HOLDER WILLIE WINKIE,SOPORTE DE LUZ T DE CORAZÓN WILLIE WINKIE
STAR T-LIGHT HOLDER WILLIE WINKIE,SOPORTE STAR T-LIGHT WILLIE WINKIE
WRAP GINGHAM ROSE ,ENVOLTURA VICHY ROSE
SET OF 4 KNICK KNACK TINS DOILEY ,SET DE 4 LATAS DE CHUCHERÍAS KNACK DOILEY
SET OF 4 KNICK KNACK TINS LONDON ,SET DE 4 LATAS DE KNICK KNACK LONDRES
BLUE FELT HANGING HEART WITH FLOWER,CORAZÓN COLGANTE DE FIELTRO AZUL CON FLOR
SET OF TEA COFFEE SUGAR TINS PANTRY,JUEGO DE LATAS DE TÉ CAFÉ AZÚCAR DESPENSA
SET OF 3 REGENCY CAKE TINS,SET DE 3 MOLDES PARA TARTA REGENCY
SET OF 4 KNICK KNACK TINS POPPIES,SET DE 4 LATAS DE KNICK KNACK AMAPOLAS
DOILEY STORAGE TIN,LATA DE ALMACENAMIENTO DOILEY
STORAGE TIN VINTAGE LEAF,LATA DE ALMACENAMIENTO HOJA VINTAGE
TREASURE TIN GYMKHANA DESIGN,DISEÑO DE GYMKHANA DE HOJALATA DEL TESORO
TREASURE TIN BUFFALO BILL ,BILLETE DE BÚFALO DE LATA DEL TESORO
BISCUIT TIN 50'S CHRISTMAS,LATA DE GALLETAS NAVIDAD DE LOS AÑOS 50
ROUND STORAGE TIN VINTAGE LEAF,LATA DE ALMACENAMIENTO REDONDA HOJA VINTAGE
SET OF 4 KNICK KNACK TINS LEAVES ,SET DE 4 HOJAS DE LATAS DE KNICK KNACK
BUBBLEGUM RING ASSORTED,ANILLO DE CHICLE SURTIDO
SMALL WHITE HEART OF WICKER,PEQUEÑO CORAZÓN BLANCO DE MIMBRE
DOILEY BISCUIT TIN,LATA DE GALLETAS DOILEY
REINDEER HEART DECORATION GOLD,DECORACIÓN CORAZÓN DE RENO ORO
sold as set on dotcom,Se vende como un conjunto en puntocom
SET OF 3 WOODEN SLEIGH DECORATIONS,SET DE 3 DECORACIONES DE TRINEO DE MADERA
SET OF 3 WOODEN TREE DECORATIONS,SET DE 3 DECORACIONES DE ÁRBOL DE MADERA
SET OF 3 WOODEN STOCKING DECORATION,SET DE 3 MEDIAS DE MADERA DECORACIÓN
sold as set on dotcom and amazon,Se vende como set en puntocom y amazon
water damage,Daños por agua
sold as set by dotcom,Se vende como establecido por Dotcom
PICNIC BASKET WICKER 60 PIECES,CESTA DE PICNIC MIMBRE 60 PIEZAS
SET OF 2 CERAMIC CHRISTMAS TREES,SET DE 2 ÁRBOLES DE NAVIDAD DE CERÁMICA
SET OF 2 CERAMIC CHRISTMAS REINDEER,SET DE 2 RENOS NAVIDEÑOS DE CERÁMICA
VINTAGE RED ENAMEL TRIM JUG ,JARRA VINTAGE CON ADORNOS DE ESMALTE ROJO
LARGE WHITE HEART OF WICKER,GRAN CORAZÓN BLANCO DE MIMBRE
POPCORN HOLDER,SOPORTE PARA PALOMITAS DE MAÍZ
BLUE VINTAGE SPOT BEAKER,VASO DE PRECIPITADOS VINTAGE AZUL
EGG FRYING PAN RED ,SARTÉN DE HUEVO ROJO
PINK VINTAGE SPOT BEAKER,VASO DE PRECIPITADOS VINTAGE ROSA
GREEN VINTAGE SPOT BEAKER,VASO DE PRECIPITADOS VERDE VINTAGE SPOT
JUMBO BAG VINTAGE CHRISTMAS ,BOLSO JUMBO NAVIDAD VINTAGE
SMALL POP BOX FUNKY MONKEY,CAJA POP PEQUEÑA FUNKY MONKEY
CHRISTMAS TABLE CANDLE SILVER SPIKE,VELA DE MESA DE NAVIDAD ESPIGA DE PLATA
EGG FRYING PAN IVORY ,SARTÉN DE HUEVOS MARFIL
EGG FRYING PAN BLUE ,SARTÉN DE HUEVO AZUL
EGG FRYING PAN PINK ,SARTÉN DE HUEVO ROSA
EGG FRYING PAN MINT ,SARTÉN DE HUEVO MENTA
SPACE BOY CHILDRENS CUP,COPA INFANTIL SPACE BOY
DOLLY GIRL CHILDRENS CUP,COPA INFANTIL DOLLY NIÑA
DOLLY GIRL CHILDRENS BOWL,TAZÓN INFANTIL DOLLY GIRL
SPACEBOY CHILDRENS BOWL,CUENCO INFANTIL SPACEBOY
RED VINTAGE SPOT BEAKER,VASO DE PRECIPITADOS ROJO VINTAGE SPOT
VINTAGE  2 METER FOLDING RULER,REGLA PLEGABLE VINTAGE DE 2 METROS
BISCUIT TIN VINTAGE LEAF,LATA DE GALLETA HOJA VINTAGE
CANNISTER VINTAGE LEAF DESIGN,CANNISTER DISEÑO DE HOJA VINTAGE
VINTAGE RED ENAMEL TRIM MUG ,TAZA VINTAGE CON ADORNOS DE ESMALTE ROJO
VINTAGE RED ENAMEL TRIM PLATE,PLACA DE ADORNO DE ESMALTE ROJO VINTAGE
VINTAGE RED TRIM ENAMEL BOWL ,CUENCO DE ESMALTE CON RIBETES ROJOS VINTAGE
Printing smudges/thrown away,Manchas de impresión/desechadas
printing smudges/thrown away,Manchas de impresión/Tirado a la basura
VINTAGE DONKEY TAIL GAME ,JUEGO DE COLA DE BURRO VINTAGE
BISCUIT TIN VINTAGE CHRISTMAS,LATA DE GALLETAS VINTAGE NAVIDAD
GLASS APOTHECARY BOTTLE PERFUME,PERFUME FRASCO DE BOTICARIO DE VIDRIO
GLASS APOTHECARY BOTTLE ELIXIR,BOTELLA DE BOTICARIO DE VIDRIO ELIXIR
DRAWER KNOB CERAMIC IVORY,POMO DE CAJÓN CERÁMICO MARFIL
GLASS  SONGBIRD STORAGE JAR,FRASCO DE ALMACENAMIENTO DE PÁJAROS CANTORES DE VIDRIO
DRAWER KNOB CRACKLE GLAZE IVORY,POMO DEL CAJÓN CRAQUELADO ESMALTE MARFIL
DRAWER KNOB CRACKLE GLAZE BLUE,POMO DEL CAJÓN CRACKLE AZUL ESMALTE
DRAWER KNOB CRACKLE GLAZE PINK,POMO DE CAJÓN CRAQUELADO ROSA
DRAWER KNOB CRACKLE GLAZE GREEN,POMO DEL CAJÓN CRAQUELADO VERDE
DRAWER KNOB CERAMIC RED,POMO DE CAJÓN CERAMIC ROJO
DRAWER KNOB CERAMIC BLACK,POMO DE CAJÓN CERAMIC NEGRO
GLASS APOTHECARY BOTTLE TONIC,TÓNICO BOTELLA DE BOTICARIO DE VIDRIO
DONKEY TAIL GAME ,JUEGO DE COLA DE BURRO
 TOADSTOOL BEDSIDE LIGHT ,LUZ DE CABECERA TOADSTOOL
JUMBO BAG 50'S CHRISTMAS ,BOLSO JUMBO NAVIDAD AÑOS 50
DOORKNOB CRACKED GLAZE IVORY,POMO DE LA PUERTA ESMALTE AGRIETADO MARFIL
DOORKNOB CRACKED GLAZE BLUE,POMO DE LA PUERTA AGRIETADO AZUL ESMALTE
SMALL BONNE JAM JAR  T-LIGHT HOLDER,TARRO DE MERMELADA BONNE PEQUEÑO SOPORTE T-LIGHT
to push order througha s stock was ,para empujar el pedido a través de las existencias de
found some more on shelf,Encontré algunos más en el estante
GLASS TWIST BON BON JAR,FRASCO DE VIDRIO TWIST BON BON
DRAWER KNOB VINTAGE GLASS STAR,POMO DE CAJÓN VINTAGE GLASS STAR
PACK OF 6 LARGE FRUIT STRAWS ,PACK DE 6 PAJITAS GRANDES DE FRUTAS
SPACEBOY CHILDRENS CUP,COPA INFANTIL SPACEBOY
CORDIAL GLASS JUG,JARRAS DE VIDRIO CORDIAL
COCKTAIL SWORDS 50 PIECES,ESPADAS DE CÓCTEL 50 PIEZAS
PARTY CHARMS 50 PIECES,CHARMS DE FIESTA 50 PIEZAS
PACK OF 6 SMALL FRUIT STRAWS,PACK DE 6 PAJITAS DE FRUTAS PEQUEÑAS
PACK OF 6 COCKTAIL PARASOL STRAWS,PACK DE 6 PAJITAS DE SOMBRILLA DE CÓCTEL
18PC WOODEN CUTLERY SET DISPOSABLE,JUEGO DE CUBIERTOS DE MADERA DESECHABLE DE 18 PIEZAS
6PC WOOD PLATE SET DISPOSABLE,JUEGO DE PLACAS DE MADERA DESECHABLE DE 6 PIEZAS
T-LIGHT HOLDER SILVER HEART HANDLE,SOPORTE T-LIGHT MANGO DE CORAZÓN PLATEADO
GLASS BONNE JAM JAR,TARRO DE MERMELADA BONNE DE CRISTAL
Show Samples,Mostrar muestras
RIDGED BONNE JAM JAR T-LIGHT HOLDER,ESTRIADO BONNE JAM TARRO T-LIGHT HOLDER
SMALL APOTHECARY MEASURING JAR ,TARRO MEDIDOR PEQUEÑO DE BOTICARIO
TREE T-LIGHT HOLDER WILLIE WINKIE,SOPORTE PARA LUCES TREE T-LIGHT WILLIE WINKIE
T-LIGHT HOLDER SILVER PETIT FOUR ,SOPORTE T-LIGHT PLATA PETIT FOUR
WRAP VINTAGE LEAF DESIGN,ENVOLTURA DISEÑO DE HOJA VINTAGE
PANTRY MAGNETIC  SHOPPING LIST,LISTA DE COMPRAS MAGNÉTICA DE LA DESPENSA
DRAWER KNOB VINTAGE GLASS HEXAGON,POMO DE CAJÓN VINTAGE GLASS HEXAGON
LARGE BONNE JAM JAR  T-LIGHT HOLDER,SOPORTE GRANDE BONNE JAM TAR T-LIGHT
CHRISTMAS TREE HANGING SILVER ,ÁRBOL DE NAVIDAD COLGANTE PLATA
CHRISTMAS TREE HANGING GOLD,ÁRBOL DE NAVIDAD COLGANTE DORADO
SKETCHBOOK MAGNETIC SHOPPING LIST,CUADERNO DE BOCETOS LISTA DE COMPRAS MAGNÉTICA
RETRO LEAVES MAGNETIC NOTEPAD,BLOC DE NOTAS MAGNÉTICO RETRO LEAVES
SET OF 4 SANTA PLACE SETTINGS,SET DE 4 CUBIERTOS DE PAPÁ NOEL
WHITE WICKER STAR ,ESTRELLA DE MIMBRE BLANCO
IVORY REFECTORY CLOCK,RELOJ REFECTORIO DE MARFIL
RED REFECTORY CLOCK ,RELOJ REFECTORIO ROJO
MINT DINER WALL CLOCK,RELOJ DE PARED MINT DINER
PINK DINER WALL CLOCK,RELOJ DE PARED DINER ROSA
RETO LEAVES MAGNETIC SHOPPING LIST,RETO DEJA UNA LISTA DE LA COMPRA MAGNÉTICA
CANDLE HOLDER SILVER MADELINE,CANDELABRO PLATA MADELINE
VEGETABLE MAGNETIC  SHOPPING LIST,LISTA DE COMPRAS MAGNÉTICA DE VERDURAS
CHRISTMAS TABLE SILVER CANDLE SPIKE,MESA DE NAVIDAD ESPIGA DE VELA DE PLATA
BLUE REFECTORY CLOCK ,RELOJ REFECTORIO AZUL
APOTHECARY MEASURING JAR,TARRO MEDIDOR DE BOTICARIO
LARGE APOTHECARY MEASURING JAR ,TARRO MEDIDOR DE BOTICARIO GRANDE
DOORKNOB CRACKED GLAZE PINK,POMO DE LA PUERTA AGRIETADO ESMALTE ROSA
DOORKNOB CRACKED GLAZE GREEN,POMO DE LA PUERTA AGRIETADO VERDE ESMALTE
DRAWER KNOB VINTAGE GLASS BALL,POMO DE CAJÓN VINTAGE GLASS BALL
FOUND,FUNDAR
GLASS SONGBIRD STORAGE JAR,FRASCO DE ALMACENAMIENTO DE PÁJAROS CANTORES DE VIDRIO
mix up with c,Mezclar con C
TRAVEL CARD WALLET VINTAGE LEAF,CARTERA DE TARJETA DE VIAJE VINTAGE LEAF
"mouldy, unsaleable.","Mohoso, invendible."
VIP PASSPORT COVER ,FUNDA DE PASAPORTE VIP
GARAGE KEY FOB,LLAVERO DE GARAJE
BELL HEART ANTIQUE GOLD,CAMPANA CORAZÓN DE ORO ANTIGUO
LEAVES MAGNETIC  SHOPPING LIST,HOJAS MAGNÉTICAS LISTA DE LA COMPRA
BOX OF 6 MINI VINTAGE CRACKERS,CAJA DE 6 MINI GALLETAS VINTAGE
ROUND BLUE CLOCK WITH SUCKER,RELOJ REDONDO AZUL CON VENTOSA
ROUND PURPLE CLOCK WITH SUCKER,RELOJ REDONDO MORADO CON VENTOSA
FLOWER PURPLE CLOCK WITH SUCKER,RELOJ DE FLOR MORADA CON VENTOSA
FLOWER BLUE CLOCK WITH SUCKER,RELOJ AZUL FLOR CON VENTOSA
SET OF 4 KNICK KNACK TINS LEAF,SET DE 4 LATAS DE KNICK KNACK HOJA
GIANT 50'S CHRISTMAS CRACKER,GALLETA NAVIDEÑA GIGANTE DE LOS AÑOS 50
DOORMAT VINTAGE LEAF,FELPUDO HOJA VINTAGE
PACKING CHARGE,CARGO DE EMBALAJE
VINTAGE LEAF MAGNETIC NOTEPAD,BLOC DE NOTAS MAGNÉTICO DE HOJA VINTAGE
TRAVEL CARD WALLET DOTCOMGIFTSHOP,CARTERA DE TARJETA DE VIAJE DOTCOMGIFTSHOP
BOX OF 6 MINI 50'S CRACKERS,CAJA DE 6 MINI GALLETAS AÑOS 50
T-LIGHT HOLDER SILVER SAUCER,SOPORTE T-LIGHT PLATILLO PLATEADO
VINTAGE CHRISTMAS BUNTING,BANDERINES DE NAVIDAD VINTAGE
SET OF 6 TEA TIME BAKING CASES,JUEGO DE 6 CAJAS PARA HORNEAR TEA TIME
SET OF 6 SNACK LOAF BAKING CASES,JUEGO DE 6 MOLDES PARA HORNEAR SNACK LOAF
SET OF 12 FAIRY CAKE BAKING CASES,JUEGO DE 12 CAJAS PARA HORNEAR FAIRY CAKE
SET OF 12 MINI LOAF BAKING CASES,JUEGO DE 12 MINI MOLDES PARA HORNEAR PAN
SET 40 HEART SHAPE PETIT FOUR CASES,SET 40 ESTUCHES PETIT FOUR EN FORMA DE CORAZÓN
ANTIQUE SILVER BOOK MARK WITH BEADS,MARCA DE LIBRO DE PLATA ANTIGUA CON CUENTAS
ENAMEL JUG PANTRY,JARRA ESMALTADA DESPENSA
ENAMEL BOWL PANTRY,DESPENSA DE CUENCO ESMALTADO
